"theta"	"prop_random"	"iteration"	"mu"	"tau"	"I2"	"mu_2"	"tau_2"	"I2_2"
1	0	100	2.16840434497101e-19	0	0	0	0	0
3	0	1	1.14925430283463e-17	0	0	0	0	0
3	0	2	-6.76542155630955e-17	0	0	0	0	0
3	0	3	-1.38777878078145e-17	0	0	0	0	0
3	0	4	-2.38524477946811e-18	0	0	0	0	0
3	0	5	-5.20417042793042e-18	0	0	0	0	0
3	0	6	-4.55364912443912e-17	0	0	0	0	0
3	0	7	2.72134745293862e-17	0	0	0	0	0
3	0	8	1.64798730217797e-17	0	0	0	0	0
3	0	9	1.77809156287623e-17	0	0	0	0	0
3	0	10	-1.65882932390282e-17	0	0	0	0	0
3	0	11	1.01915004213637e-17	0	0	0	0	0
3	0	12	6.89552581700781e-17	0	0	0	0	0
3	0	13	1.69135538907739e-17	0	0	0	0	0
3	0	14	3.08997619158369e-17	0	0	0	0	0
3	0	15	-4.46691295064028e-17	0	0	0	0	0
3	0	16	1.04625509644851e-17	0	0	0	0	0
3	0	17	-2.60208521396521e-18	0	0	0	0	0
3	0	18	-3.24176449573166e-17	0	0	0	0	0
3	0	19	2.0870891820346e-18	0	0	0	0	0
3	0	20	2.29850860566927e-17	0	0	0	0	0
3	0	21	9.62771529167128e-17	0	0	0	0	0
3	0	22	5.96311194867027e-18	0	0	0	0	0
3	0	23	5.160802341031e-17	0	0	0	0	0
3	0	24	-1.30104260698261e-18	0	0	0	0	0
3	0	25	4.33680868994202e-19	0	0	0	0	0
3	0	26	7.80625564189563e-18	0	0	0	0	0
3	0	27	-8.32667268468867e-17	0	0	0	0	0
3	0	28	1.93530087788663e-17	0	0	0	0	0
3	0	29	2.71050543121376e-18	0	0	0	0	0
3	0	30	-1.64798730217797e-17	0	0	0	0	0
3	0	31	5.85469173142172e-17	0	0	0	0	0
3	0	32	1.97324795392362e-17	0	0	0	0	0
3	0	33	6.08779519850611e-17	0	0	0	0	0
3	0	34	-2.08166817117217e-17	0	0	0	0	0
3	0	35	7.58941520739853e-18	0	0	0	0	0
3	0	36	-3.43692088677905e-17	0	0	0	0	0
3	0	37	-1.64798730217797e-17	0	0	0	0	0
3	0	38	5.98479599211998e-17	0	0	0	0	0
3	0	39	9.75781955236954e-18	0	0	0	0	0
3	0	40	7.35089072945172e-17	0	0	0	0	0
3	0	41	3.94649590784724e-17	0	0	0	0	0
3	0	42	-7.19910242530375e-17	0	0	0	0	0
3	0	43	2.51534904016637e-17	0	0	0	0	0
3	0	44	6.57026516526216e-17	0	0	0	0	0
3	0	45	1.90819582357449e-17	0	0	0	0	0
3	0	46	1.50487261540988e-16	0	0	0	0	0
3	0	47	-1.12757025938492e-17	0	0	0	0	0
3	0	48	3.56702514747731e-17	0	0	0	0	0
3	0	49	8.51098705401121e-18	0	0	0	0	0
3	0	50	3.46944695195361e-18	0	0	0	0	0
3	0	51	-4.2554935270056e-17	0	0	0	0	0
3	0	52	-4.16333634234434e-17	0	0	0	0	0
3	0	53	-6.83047368665868e-18	0	0	0	0	0
3	0	54	3.3285006695305e-17	0	0	0	0	0
3	0	55	5.96311194867027e-18	0	0	0	0	0
3	0	56	3.81639164714898e-17	0	0	0	0	0
3	0	57	-4.38017677684144e-17	0	0	0	0	0
3	0	58	2.90566182226115e-17	0	0	0	0	0
3	0	59	6.24771501894772e-18	0	0	0	0	0
3	0	60	-3.19297539796981e-17	0	0	0	0	0
3	0	61	-3.25260651745651e-19	0	0	0	0	0
3	0	62	-2.27140355135713e-17	0	0	0	0	0
3	0	63	8.27517308149561e-17	0	0	0	0	0
3	0	64	2.81892564846231e-18	0	0	0	0	0
3	0	65	2.65629532258949e-17	0	0	0	0	0
3	0	66	-4.17417836406919e-17	0	0	0	0	0
3	0	67	4.33680868994202e-19	0	0	0	0	0
3	0	68	-6.16911036144252e-17	0	0	0	0	0
3	0	69	-2.28766658394441e-17	0	0	0	0	0
3	0	70	5.79370535921941e-18	0	0	0	0	0
3	0	71	2.34187669256869e-17	0	0	0	0	0
3	0	72	-1.56125112837913e-17	0	0	0	0	0
3	0	73	1.34441069388203e-17	0	0	0	0	0
3	0	74	7.58941520739853e-18	0	0	0	0	0
3	0	75	5.46437894932694e-17	0	0	0	0	0
3	0	76	4.77048955893622e-18	0	0	0	0	0
3	0	77	1.21430643318376e-17	0	0	0	0	0
3	0	78	-5.42101086242752e-18	0	0	0	0	0
3	0	79	2.45571792067967e-17	0	0	0	0	0
3	0	80	-1.21430643318376e-17	0	0	0	0	0
3	0	81	-8.13151629364128e-18	0	0	0	0	0
3	0	82	2.19008838842072e-17	0	0	0	0	0
3	0	83	4.83554168928535e-17	0	0	0	0	0
3	0	84	4.01154803819637e-17	0	0	0	0	0
3	0	85	5.29090660172926e-17	0	0	0	0	0
3	0	86	1.9298798670242e-17	0	0	0	0	0
3	0	87	-2.16840434497101e-18	0	0	0	0	0
3	0	88	-2.23345647532014e-17	0	0	0	0	0
3	0	89	-2.99781900692242e-17	0	0	0	0	0
3	0	90	-1.0842021724855e-17	0	0	0	0	0
3	0	91	-4.40186082029115e-17	0	0	0	0	0
3	0	92	4.25007251614318e-17	0	0	0	0	0
3	0	93	6.5594231435373e-18	0	0	0	0	0
3	0	94	-4.7271214720368e-17	0	0	0	0	0
3	0	95	-2.86229373536173e-17	0	0	0	0	0
3	0	96	-3.03576608295941e-18	0	0	0	0	0
3	0	97	1.86211723124385e-17	0	0	0	0	0
3	0	98	2.99104274334439e-17	0	0	0	0	0
3	0	99	7.41594285980085e-17	0	0	0	0	0
3	0	100	-6.07153216591882e-18	0	0	0	0	0
5	0	1	3.10081821330854e-17	0	0	0	0	0
5	0	2	8.41340885848751e-17	0	0	0	0	0
5	0	3	-8.63024929298462e-17	0	0	0	0	0
5	0	4	1.23599047663348e-17	0	0	0	0	0
5	0	5	3.4477629085039e-17	0	0	0	0	0
5	0	6	9.10729824887824e-18	0	0	0	0	0
5	0	7	6.85757874097082e-17	0	0	0	0	0
5	0	8	-1.43114686768087e-17	0	0	0	0	0
5	0	9	-1.38777878078145e-17	0	0	0	0	0
5	0	10	4.38830829313508e-17	0	0	0	0	0
5	0	11	-9.64939933512099e-18	0	0	0	0	0
5	0	12	2.71050543121376e-17	0	0	0	0	0
5	0	13	2.54787510534094e-17	0	0	0	0	0
5	0	14	-8.23993651088983e-18	0	0	0	0	0
5	0	15	1.73472347597681e-17	0	0	0	0	0
5	0	16	5.20417042793042e-18	0	0	0	0	0
5	0	17	-1.17500410443117e-17	0	0	0	0	0
5	0	18	-3.25260651745651e-18	0	0	0	0	0
5	0	19	-1.99493199737333e-17	0	0	0	0	0
5	0	20	4.05491612509579e-17	0	0	0	0	0
5	0	21	-6.79794762148411e-17	0	0	0	0	0
5	0	22	-5.98479599211998e-17	0	0	0	0	0
5	0	23	4.09828421199521e-17	0	0	0	0	0
5	0	24	-5.02527706947031e-17	0	0	0	0	0
5	0	25	-2.99239799605999e-17	0	0	0	0	0
5	0	26	-4.83554168928535e-17	0	0	0	0	0
5	0	27	-4.42354486374086e-17	0	0	0	0	0
5	0	28	1.90819582357449e-17	0	0	0	0	0
5	0	29	3.81639164714898e-17	0	0	0	0	0
5	0	30	4.25007251614318e-17	0	0	0	0	0
5	0	31	5.14996031930615e-19	0	0	0	0	0
5	0	32	-2.66713734431434e-17	0	0	0	0	0
5	0	33	4.55364912443912e-17	0	0	0	0	0
5	0	34	-2.75387351811318e-17	0	0	0	0	0
5	0	35	-3.06829214813398e-17	0	0	0	0	0
5	0	36	2.47198095326695e-17	0	0	0	0	0
5	0	37	-8.02309607639273e-18	0	0	0	0	0
5	0	38	2.81892564846231e-17	0	0	0	0	0
5	0	39	-9.54097911787244e-18	0	0	0	0	0
5	0	40	3.96817995129695e-17	0	0	0	0	0
5	0	41	-9.75781955236954e-18	0	0	0	0	0
5	0	42	4.55364912443912e-18	0	0	0	0	0
5	0	43	-1.62630325872826e-17	0	0	0	0	0
5	0	44	-1.52872506320456e-17	0	0	0	0	0
5	0	45	-9.24824453130135e-17	0	0	0	0	0
5	0	46	-2.20093041014557e-17	0	0	0	0	0
5	0	47	-1.51788304147971e-18	0	0	0	0	0
5	0	48	1.30104260698261e-17	0	0	0	0	0
5	0	49	-1.62630325872826e-17	0	0	0	0	0
5	0	50	-1.79977560632594e-17	0	0	0	0	0
5	0	51	-1.57209315010398e-18	0	0	0	0	0
5	0	52	6.28837260041593e-17	0	0	0	0	0
5	0	53	4.33680868994202e-19	0	0	0	0	0
5	0	54	1.65611881847161e-17	0	0	0	0	0
5	0	55	-1.50433051432364e-17	0	0	0	0	0
5	0	56	2.86229373536173e-17	0	0	0	0	0
5	0	57	4.33680868994202e-18	0	0	0	0	0
5	0	58	-2.25785102420106e-17	0	0	0	0	0
5	0	59	-1.14925430283463e-17	0	0	0	0	0
5	0	60	2.99781900692242e-17	0	0	0	0	0
5	0	61	3.53449908230274e-17	0	0	0	0	0
5	0	62	8.02309607639273e-18	0	0	0	0	0
5	0	63	-1.81061762805079e-17	0	0	0	0	0
5	0	64	-3.03576608295941e-18	0	0	0	0	0
5	0	65	6.07153216591882e-18	0	0	0	0	0
5	0	66	-2.78639958328775e-17	0	0	0	0	0
5	0	67	-1.73472347597681e-17	0	0	0	0	0
5	0	68	-8.17217387510949e-18	0	0	0	0	0
5	0	69	-3.86518074491082e-17	0	0	0	0	0
5	0	70	4.02239005992122e-17	0	0	0	0	0
5	0	71	1.04083408558608e-17	0	0	0	0	0
5	0	72	-8.34835672813838e-17	0	0	0	0	0
5	0	73	5.42101086242752e-18	0	0	0	0	0
5	0	74	-6.00648003556969e-17	0	0	0	0	0
5	0	75	1.9298798670242e-17	0	0	0	0	0
5	0	76	-1.76724954115137e-17	0	0	0	0	0
5	0	77	-2.10335221462188e-17	0	0	0	0	0
5	0	78	-2.68882138776405e-17	0	0	0	0	0
5	0	79	-1.04083408558608e-17	0	0	0	0	0
5	0	80	-2.45029690981724e-17	0	0	0	0	0
5	0	81	8.02309607639273e-18	0	0	0	0	0
5	0	82	-3.77302356024956e-17	0	0	0	0	0
5	0	83	2.92734586571086e-17	0	0	0	0	0
5	0	84	4.11996825544492e-17	0	0	0	0	0
5	0	85	4.31512464649231e-17	0	0	0	0	0
5	0	86	6.72205346941013e-18	0	0	0	0	0
5	0	87	4.59701721133854e-17	0	0	0	0	0
5	0	88	-1.60461921527855e-17	0	0	0	0	0
5	0	89	3.71339244076285e-18	0	0	0	0	0
5	0	90	2.99239799605999e-17	0	0	0	0	0
5	0	91	-8.03393809811759e-17	0	0	0	0	0
5	0	92	-5.15673658288418e-17	0	0	0	0	0
5	0	93	8.45677694538693e-18	0	0	0	0	0
5	0	94	3.25260651745651e-17	0	0	0	0	0
5	0	95	-3.53449908230274e-17	0	0	0	0	0
5	0	96	-2.35271871429354e-17	0	0	0	0	0
5	0	97	8.89045781438114e-18	0	0	0	0	0
5	0	98	-1.30104260698261e-18	0	0	0	0	0
5	0	99	-9.26992857475106e-18	0	0	0	0	0
5	0	100	-4.45607092891542e-17	0	0	0	0	0
7	0	1	1.46367293285543e-17	0	0	0	0	0
7	0	2	-1.79977560632594e-17	0	0	0	0	0
7	0	3	-5.85469173142172e-18	0	0	0	0	0
7	0	4	-6.37510877421477e-17	0	0	0	0	0
7	0	5	1.42030484595601e-17	0	0	0	0	0
7	0	6	-1.95156391047391e-17	0	0	0	0	0
7	0	7	3.33392168039293e-17	0	0	0	0	0
7	0	8	-3.14418630020796e-17	0	0	0	0	0
7	0	9	4.8463837110102e-17	0	0	0	0	0
7	0	10	-3.27429056090622e-17	0	0	0	0	0
7	0	11	-5.51858905795122e-17	0	0	0	0	0
7	0	12	4.39101879856629e-17	0	0	0	0	0
7	0	13	-2.42861286636753e-17	0	0	0	0	0
7	0	14	6.71121144768527e-17	0	0	0	0	0
7	0	15	-1.40946282423116e-17	0	0	0	0	0
7	0	16	-5.43456338958359e-18	0	0	0	0	0
7	0	17	1.73472347597681e-18	0	0	0	0	0
7	0	18	5.52943107967607e-18	0	0	0	0	0
7	0	19	-4.22838847269347e-18	0	0	0	0	0
7	0	20	3.27429056090622e-17	0	0	0	0	0
7	0	21	-7.15573433840433e-18	0	0	0	0	0
7	0	22	-4.68375338513738e-17	0	0	0	0	0
7	0	23	4.12267876087613e-17	0	0	0	0	0
7	0	24	-5.82216566624716e-17	0	0	0	0	0
7	0	25	-5.83300768797201e-17	0	0	0	0	0
7	0	26	-7.80625564189563e-18	0	0	0	0	0
7	0	27	2.86229373536173e-17	0	0	0	0	0
7	0	28	-2.0491421059976e-17	0	0	0	0	0
7	0	29	-5.93600689435814e-18	0	0	0	0	0
7	0	30	-2.09251019289702e-17	0	0	0	0	0
7	0	31	-2.68882138776405e-17	0	0	0	0	0
7	0	32	2.60208521396521e-17	0	0	0	0	0
7	0	33	-8.19114741312799e-17	0	0	0	0	0
7	0	34	-1.55040910665427e-17	0	0	0	0	0
7	0	35	6.85215773010839e-17	0	0	0	0	0
7	0	36	-4.33680868994202e-19	0	0	0	0	0
7	0	37	3.03576608295941e-17	0	0	0	0	0
7	0	38	-9.83235845172792e-18	0	0	0	0	0
7	0	39	3.07913416985883e-17	0	0	0	0	0
7	0	40	1.57209315010398e-17	0	0	0	0	0
7	0	41	3.46944695195361e-17	0	0	0	0	0
7	0	42	-5.09032919981944e-17	0	0	0	0	0
7	0	43	-4.26565792237266e-17	0	0	0	0	0
7	0	44	-1.40946282423116e-18	0	0	0	0	0
7	0	45	1.06251812903579e-17	0	0	0	0	0
7	0	46	-5.33427468862868e-17	0	0	0	0	0
7	0	47	5.6920614055489e-18	0	0	0	0	0
7	0	48	-3.68628738645072e-17	0	0	0	0	0
7	0	49	3.16587034365767e-17	0	0	0	0	0
7	0	50	8.45677694538693e-18	0	0	0	0	0
7	0	51	2.45029690981724e-17	0	0	0	0	0
7	0	52	3.29597460435593e-17	0	0	0	0	0
7	0	53	-3.07913416985883e-17	0	0	0	0	0
7	0	54	-6.36968776335234e-18	0	0	0	0	0
7	0	55	5.93058588349571e-17	0	0	0	0	0
7	0	56	-1.94072188874905e-17	0	0	0	0	0
7	0	57	-1.95156391047391e-17	0	0	0	0	0
7	0	58	-3.12250225675825e-17	0	0	0	0	0
7	0	59	-2.03830008427275e-17	0	0	0	0	0
7	0	60	-2.65629532258949e-18	0	0	0	0	0
7	0	61	4.16875735320676e-17	0	0	0	0	0
7	0	62	-4.55364912443912e-18	0	0	0	0	0
7	0	63	-3.25260651745651e-17	0	0	0	0	0
7	0	64	4.98732999343332e-18	0	0	0	0	0
7	0	65	-2.27682456221956e-17	0	0	0	0	0
7	0	66	-2.16840434497101e-18	0	0	0	0	0
7	0	67	-6.657001339061e-17	0	0	0	0	0
7	0	68	3.15502832193282e-17	0	0	0	0	0
7	0	69	5.68121938382404e-17	0	0	0	0	0
7	0	70	2.64545330086463e-17	0	0	0	0	0
7	0	71	8.67361737988404e-19	0	0	0	0	0
7	0	72	2.25514051876985e-17	0	0	0	0	0
7	0	73	5.45353692760209e-17	0	0	0	0	0
7	0	74	-1.9895109865109e-17	0	0	0	0	0
7	0	75	3.39355279987963e-17	0	0	0	0	0
7	0	76	-8.02309607639273e-18	0	0	0	0	0
7	0	77	-2.77555756156289e-17	0	0	0	0	0
7	0	78	3.14418630020796e-17	0	0	0	0	0
7	0	79	-9.80118763926896e-17	0	0	0	0	0
7	0	80	-4.03323208164608e-17	0	0	0	0	0
7	0	81	1.99493199737333e-17	0	0	0	0	0
7	0	82	5.89805981832114e-17	0	0	0	0	0
7	0	83	-2.0870891820346e-17	0	0	0	0	0
7	0	84	-2.18466737755829e-17	0	0	0	0	0
7	0	85	1.38777878078145e-17	0	0	0	0	0
7	0	86	3.11708124589583e-17	0	0	0	0	0
7	0	87	3.33934269125535e-17	0	0	0	0	0
7	0	88	-2.69288714591087e-17	0	0	0	0	0
7	0	89	7.58941520739853e-18	0	0	0	0	0
7	0	90	-2.23345647532014e-17	0	0	0	0	0
7	0	91	-3.46944695195361e-17	0	0	0	0	0
7	0	92	-4.0766001685455e-17	0	0	0	0	0
7	0	93	-1.73472347597681e-18	0	0	0	0	0
7	0	94	9.97465998686664e-18	0	0	0	0	0
7	0	95	3.55076211489003e-18	0	0	0	0	0
7	0	96	-1.97866896478605e-18	0	0	0	0	0
7	0	97	1.95156391047391e-17	0	0	0	0	0
7	0	98	3.02492406123456e-17	0	0	0	0	0
7	0	99	2.73218947466347e-17	0	0	0	0	0
7	0	100	1.77809156287623e-17	0	0	0	0	0
1	0.05	1	0.00662926233313828	0	0	0.0000689496490730713	0	0
1	0.05	2	0.0393588650427743	0	0	0.00069360904495036	0	0
1	0.05	3	0.0248937840253562	0	0	0.000274197971088586	0	0
1	0.05	4	0.0136604250405109	0	0	0.000224338914346763	0	0
1	0.05	5	0.0188901503258723	0	0	0.000281456810732232	0	0
1	0.05	6	0.0193121237379021	0	0	0.000313990584182687	0	0
1	0.05	7	0.00841398922250876	0	0	0.000156205734925609	0	0
1	0.05	8	0.0193658107830536	0	0	0.000423236148180605	0	0
1	0.05	9	0.0270529421882347	0	0	0.000516925358507287	0	0
1	0.05	10	0.0249542899095404	0	0	0.000514501229038247	0	0
1	0.05	11	0.00997657897784598	0	0	0.000269448771725122	0	0
1	0.05	12	0.0343059571883175	0	0	0.000437371764197438	0	0
1	0.05	13	0.0214837140665697	0	0	0.000380694618486466	0	0
1	0.05	14	0.0289166727873597	0	0	0.000640767238101121	0.000658011440599946	0.042327322732395
1	0.05	15	0.017340389594639	0	0	0.000252660631730855	0	0
1	0.05	16	NA	NA	NA	0.000309767087245948	0	0
1	0.05	17	NA	NA	NA	0.00067350021465884	0	0
1	0.05	18	0.016983709155486	0	0	0.000113640245258326	0	0
1	0.05	19	0.0305462304636166	0	0	0.000585883803395772	0	0
1	0.05	20	0.00387145581269189	0	0	0.000011617631698863	0	0
1	0.05	21	0.0434282979371537	0	0	0.000719396275218546	0	0
1	0.05	22	0.0288740365962216	0	0	0.000681767477553106	0	0
1	0.05	23	0.0277210393625044	0	0	0.000547827669828505	0	0
1	0.05	24	NA	NA	NA	0.00109915743631319	0.000925164395050185	0.072152898180144
1	0.05	25	0.00944090011517432	0	0	0.000292302208094686	0	0
1	0.05	26	0.0149675987480638	0	0	0.000353792235871939	0	0
1	0.05	27	0.00910549720313907	0	0	0.000225839004403082	0	0
1	0.05	28	0.0292057196606171	0	0	0.000858941408028196	0	0
1	0.05	29	NA	NA	NA	0.00115516240209668	0	0
1	0.05	30	NA	NA	NA	0.00174317416800053	0	0
1	0.05	31	0.0160983201987204	0	0	0.000443321762304898	0	0
1	0.05	32	0.0105094940446202	0	0	0.000179424222228731	0	0
1	0.05	33	0.0163701877792157	0	0	0.00018906076649067	0	0
1	0.05	34	0.00820526720499743	0	0	0.00024951846103962	0	0
1	0.05	35	0.0404054859166446	0	0	0.00109486035009977	0	0
1	0.05	36	0.0145244166589148	0	0	0.000303473221534689	0	0
1	0.05	37	0.0135976753225355	0	0	0.000255804862500679	0	0
1	0.05	38	0.0185778128121879	0	0	0.000454988997872433	0	0
1	0.05	39	0.0102515526009144	0	0	0.000284719330471176	0	0
1	0.05	40	0.0282530785438969	0	0	0.000821485418046416	0	0
1	0.05	41	0.0127739830043747	0	0	0.000372004784599049	0	0
1	0.05	42	0.00491099145524786	0	0	0.0000655698294857313	0	0
1	0.05	43	0.00688546349835816	0	0	0.000214180691904578	0	0
1	0.05	44	0.0266838464389217	0	0	0.000602985164622429	0	0
1	0.05	45	0.0142867218560752	0	0	0.000408280808339313	0	0
1	0.05	46	0.0267218963872499	0	0	0.00042537274545158	0	0
1	0.05	47	0.0323296083290156	0	0	0.000616509506313641	0	0
1	0.05	48	NA	NA	NA	0.00103332301125532	0	0
1	0.05	49	0.00371410427561305	0	0	0.000111525689814991	0	0
1	0.05	50	0.00424040407237458	0	0	0.0000969265714805714	0	0
1	0.05	51	0.0123800687301663	0	0	0.0000820516446295258	0	0
1	0.05	52	0.0271948692844327	0	0	0.00061705415350859	0	0
1	0.05	53	0.00555481929344439	0	0	0.000270178381361569	0	0
1	0.05	54	0.00207005977344759	0	0	0.000014929958117762	0	0
1	0.05	55	0.0173355573651168	0	0	0.000428162634725194	0.000731060775422258	0.0535658296102269
1	0.05	56	0.00771321075063201	0	0	0.0000680461815836501	0	0
1	0.05	57	0.0263505123101598	0	0	0.000800735411587178	0	0
1	0.05	58	0.0187029084061413	0	0	0.000394718206689849	0	0
1	0.05	59	0.0270331245679181	0	0	0.000752556305881873	0	0
1	0.05	60	0.0365976500664737	0	0	0.000784350597733271	0	0
1	0.05	61	0.0144159679802309	0	0	0.000370009816063318	0	0
1	0.05	62	0.0226169749669348	0	0	0.000453157819489952	0	0
1	0.05	63	0.029147276246665	0	0	0.000609443136964199	0	0
1	0.05	64	0.0234382317076392	0	0	0.000431935750770449	0	0
1	0.05	65	0.015109820275082	0	0	0.000332786415875855	0	0
1	0.05	66	0.010749016482493	0	0	0.000295355174401206	0	0
1	0.05	67	0.0154856777104887	0	0	0.000249750017486294	0	0
1	0.05	68	0.0133168431399506	0	0	0.000267875716890127	0	0
1	0.05	69	0.00634441218564596	0	0	0.000122074958713268	0	0
1	0.05	70	0.00722908997454445	0	0	0.000135050989082465	0	0
1	0.05	71	NA	NA	NA	0.00142668676826501	0.00119199661728985	0.124006053023088
1	0.05	72	0.00565774447140537	0	0	0.0000767192952395553	0	0
1	0.05	73	NA	NA	NA	0.000913967919155491	0	0
1	0.05	74	0.00221369534559497	0	0	0.0000844468012831772	0	0
1	0.05	75	NA	NA	NA	0.00107926618691937	0	0
1	0.05	76	0.0243967692117745	0	0	0.000512791089642768	0	0
1	0.05	77	0.0228418442002739	0	0	0.000572569720680913	0	0
1	0.05	78	0.0164118689128957	0	0	0.000308090747075507	0	0
1	0.05	79	0.0145453239825859	0	0	0.000397227020667446	0	0
1	0.05	80	0.0155667185053652	0	0	0.000200161740929605	0	0
1	0.05	81	0.0154117129505056	0	0	0.000353125029453184	0	0
1	0.05	82	NA	NA	NA	0.000907405439760551	0	0
1	0.05	83	0.00994872848194097	0	0	0.000211703135447371	0	0
1	0.05	84	0.0276115677104902	0	0	0.000708614657188981	0	0
1	0.05	85	0.0106424426042838	0	0	0.000168617992555923	0	0
