"theta"	"prop_random"	"iteration"	"mu"	"tau"	"I2"	"mu_2"	"tau_2"	"I2_2"
5	0.15	81	-0.162939105467729	0.434304878560965	72.7846803981835	0.000307315096371166	0	0
5	0.15	82	-0.192018648739271	0.51194244778334	78.8192520264898	0.000848182897072857	0	0
5	0.15	83	-0.138458361562612	0.465699430941047	75.4839746370087	0.00224061757662266	0.000589386232761439	0.0255454370480316
5	0.15	84	-0.162028086087173	0.474051841494197	76.1444277561615	0.00144216807549695	0	0
5	0.15	85	-0.136034476838093	0.419910227095993	71.4607997314927	0.00103151846266359	0.00288479690094586	0.754934847030061
5	0.15	86	-0.175351041747387	0.443238433873382	73.6056611741323	0.00113322562067927	0	0
5	0.15	87	-0.210676982898707	0.560860486216284	81.6982095308922	0.000623328847164483	0	0
5	0.15	88	-0.231516227958322	0.537350163065078	80.3930038019345	0.00053388101969257	0	0
5	0.15	89	-0.23758146108191	0.563868336837694	81.8600366136329	0.000276789161918205	0	0
5	0.15	90	-0.135193626696729	0.423218059531561	71.7842700027959	0.000941447670920053	0	0
5	0.15	91	-0.172229253763909	0.458651938107208	74.8980853770069	0.000696792505306179	0.00204482451440541	0.370965079659769
5	0.15	92	-0.126002182089129	0.413611543645866	70.8270145559249	0.0009286269119464	0	0
5	0.15	93	-0.117097689236287	0.33855056509018	61.9143892219268	0.0011137815581881	0	0
5	0.15	94	-0.190640789095473	0.510678104355432	78.7224507533077	0.000522240651964227	0	0
5	0.15	95	-0.200779916030339	0.513287826645474	78.9003387426322	0.000858556535917407	0	0
5	0.15	96	-0.140470157168028	0.405395624898945	69.9909630662204	0.000985878302255713	0	0
5	0.15	97	-0.166934075020311	0.436980322935463	73.0540695646141	0.000517653738255277	0	0
5	0.15	98	-0.137129303955537	0.429965473121011	72.4143531177061	0.00106741926970788	0.00184336905482715	0.311622584601606
5	0.15	99	-0.137765073070167	0.482134566568775	76.745825003396	0.0019739602771235	0	0
5	0.15	100	-0.125991813423096	0.374863717976311	66.5979046550847	0.000747942313570514	0	0
7	0.15	1	-0.238727073045013	0.649351599176016	85.6903135443025	0.00147348573274096	0	0
7	0.15	2	-0.22358125975898	0.632932135711587	85.0291056450818	0.00107950981908082	0	0
7	0.15	3	-0.199029325810817	0.669310665228581	86.4256150443097	0.000581131500065057	0	0
7	0.15	4	-0.275059488058853	0.744181963842047	88.7178803732025	0.00100902583852061	0	0
7	0.15	5	-0.159354684049062	0.525934978593328	79.6987867296119	0.000530885189826942	0.00186664272346299	0.315351132658124
7	0.15	6	-0.288769999653154	0.680137898472097	86.7910600724898	0.000342543274001108	0	0
7	0.15	7	-0.222560728337642	0.597339374810814	83.5113214139	0.00160690042151552	0	0
7	0.15	8	-0.25426555571128	0.64939855135664	85.689079418264	0.000444752141167068	0	0
7	0.15	9	-0.296672651333547	0.770722468504954	89.3849377988956	0.000783824087573777	0	0
7	0.15	10	-0.191171584898741	0.601463436499452	83.6841971972237	0.000545939458915716	0	0
7	0.15	11	-0.190323434851358	0.575797704565391	82.4774450849036	0.000811707252321144	0	0
7	0.15	12	-0.251277753543624	0.657392627201336	85.9804582614468	0.000476428923133838	0.00137080040915632	0.16729421186983
7	0.15	13	-0.352416242829458	0.799792189786644	90.0799952971517	0.00050044472710765	0	0
7	0.15	14	-0.285955699342657	0.706006677151615	87.6226311236459	0.000383602316416519	0	0
7	0.15	15	-0.195477423218852	0.576432034743736	82.5093056076083	0.0006474295221869	0	0
7	0.15	16	-0.291808205163749	0.744836567621575	88.723486001428	0.000983908734825326	0	0
7	0.15	17	-0.305687483002997	0.783035884976711	89.6904145936097	0.000863761146861655	0.000722470544611518	0.0427623454223919
7	0.15	18	-0.160029165692899	0.478791242609905	76.4851276339985	0.000466064606822579	0	0
7	0.15	19	-0.224427250557767	0.637420221879521	85.2125195160813	0.00113597762286529	0	0
7	0.15	20	-0.212388588640248	0.618051468251349	84.4332337139303	0.000642485678998883	0	0
7	0.15	21	-0.120676505496606	0.471270185209548	75.9121539951909	0.000395741451658609	0	0
7	0.15	22	-0.197464935256549	0.643742235256902	85.4687382985124	0.000476474728577811	0	0
7	0.15	23	-0.265437629854189	0.667270834218053	86.3397105632995	0.000632931669708463	0	0
7	0.15	24	-0.306284530805551	0.760256940699039	89.1343474153806	0.00050170600802411	0	0
7	0.15	25	-0.284712779185377	0.672800667851806	86.532043326616	0.000415120434150553	0	0
7	0.15	26	-0.219700990510036	0.62875994368765	84.8855316088406	0.000505408941008657	0	0
7	0.15	27	-0.187887500017247	0.594072640177321	83.3513816001696	0.000595387495308112	0	0
7	0.15	28	-0.215131666847481	0.66331207159491	86.196962915598	0.000885157416994929	0	0
7	0.15	29	-0.160078622342288	0.471744261841706	75.9691839473725	0.000909327558509428	0.00099543685997008	0.0925596145090525
7	0.15	30	-0.195708396583201	0.589029708753188	83.1181510990504	0.000597164307273737	0.00106066644951104	0.0997082704872138
7	0.15	31	-0.227178796039214	0.66502738479363	86.2659870706503	0.000617715401157891	0	0
7	0.15	32	-0.3938599914216	0.822679345413358	90.5680999705368	0.00045961402407496	0	0
7	0.15	33	-0.22431278867504	0.700986984518534	87.4628133888137	0.00130090399854465	0	0
7	0.15	34	-0.28415947578004	0.679120647234899	86.7506416901322	0.00028972464613548	0	0
7	0.15	35	-0.205574474079707	0.65889098394353	86.0379373442614	0.000533404308655748	0	0
7	0.15	36	-0.189629943106149	0.571569639527801	82.2683113317934	0.000773765494552958	0	0
7	0.15	37	-0.13642872233384	0.40113782097694	69.5530130265672	0.000408211763646307	0	0
7	0.15	38	-0.278038477190925	0.750949064685142	88.8874638225921	0.0012770985181602	0.000828002773303714	0.0513727138734407
7	0.15	39	-0.240667746264171	0.638125000631615	85.2410220258757	0.000860023581367221	0	0
7	0.15	40	-0.206332310885432	0.68331082088703	86.8998814232158	0.0011059561746777	0	0
7	0.15	41	-0.227931697734936	0.645549257857748	85.5368005623326	0.000317669808401	0	0
7	0.15	42	-0.251799320969822	0.649996067063558	85.7147530598447	0.000314783088144284	0	0
7	0.15	43	-0.217575761175641	0.601688036195779	83.7071220317179	0.000343298219084419	0	0
7	0.15	44	-0.209999732377407	0.588216117205207	83.0834818461425	0.000881482168894852	0	0
7	0.15	45	-0.336321141046139	0.819222217231988	90.5076484170822	0.00096872391154858	0.00181472778879006	0.277234351469906
7	0.15	46	-0.271325296669154	0.716643205749581	87.9392804711731	0.000997621872131446	0	0
7	0.15	47	-0.192384549049745	0.604446477380327	83.8121027220618	0.000966453464916461	0	0
7	0.15	48	-0.235697886021575	0.624285253179932	84.6992646395485	0.000463653129633156	0	0
7	0.15	49	-0.189436499248783	0.604430415274283	83.8346968777494	0.00174754334811884	0	0
7	0.15	50	-0.36723186892461	0.855484008027148	91.2161204841	0.000702987200485559	0	0
7	0.15	51	-0.291302176005791	0.707135741655923	87.6457214747297	0.00103418265511592	0	0
7	0.15	52	-0.326482423518045	0.769608316018728	89.3713650652207	0.00118421331450342	0	0
7	0.15	53	-0.314799163950509	0.794681960213228	89.9665423847495	0.000616317232337312	0	0
7	0.15	54	-0.309856702499128	0.780285640288234	89.6304319934389	0.000223653227089153	0	0
7	0.15	55	-0.184300482016701	0.520395135619909	79.367138448904	0.000414725400254787	0	0
7	0.15	56	-0.274224412340675	0.743593968945472	88.6978412297441	0.000356988697126267	0	0
7	0.15	57	-0.210994186757892	0.572367803836658	82.3056896067064	0.00035880610008666	0	0
7	0.15	58	-0.11521586710386	0.387470133086957	68.0615120159253	0.000324287380313825	0	0
7	0.15	59	-0.341607693211141	0.777599708591338	89.5666950479999	0.00107362946248969	0	0
7	0.15	60	-0.301693805690395	0.793300516391046	89.9345323331967	0.000735420812456003	0.000886595044696728	0.0644057052834514
7	0.15	61	-0.274689427668597	0.734777834726765	88.4500428403308	0.00111876876885241	0	0
7	0.15	62	-0.270009031181955	0.745409306721804	88.7396616948366	0.000612532294282477	0	0
7	0.15	63	-0.28913053323916	0.758763204847042	89.0974525209268	0.00162630679557755	0	0
7	0.15	64	-0.271366676019609	0.679415810914195	86.7636083940359	0.00149881460334237	0	0
7	0.15	65	-0.19521496661773	0.565674169548848	81.9591569434771	0.00042549556630686	0	0
7	0.15	66	-0.238091524821545	0.614174744661638	84.2526191081471	0.000478435944791782	0	0
7	0.15	67	-0.284869491578305	0.746847290861487	88.7845497250582	0.000675138930660487	0	0
7	0.15	68	-0.205757738557174	0.592999583205984	83.3081191258466	0.000668781665879977	0	0
7	0.15	69	-0.266017754952819	0.764218923048466	89.2359295980048	0.000855062437523772	0.00206758137521276	0.370083910207834
7	0.15	70	-0.192441875486235	0.579479102060549	82.6626147717532	0.00155513183806299	0	0
7	0.15	71	-0.252866666328375	0.719754411347767	88.0322369880002	0.000507031645321353	0	0
7	0.15	72	-0.178039277189896	0.585506851072961	82.9597618692765	0.00122433187475539	0.00225201919278141	0.466776885844784
7	0.15	73	-0.235310215947408	0.630859250409847	84.9576233237838	0.000554705929990869	0	0
7	0.15	74	-0.171016559591146	0.463970011085628	75.3404791803025	0.00055141659813337	0	0
7	0.15	75	-0.23280101143172	0.652416017396223	85.7973288638547	0.000733094268504723	0	0
7	0.15	76	-0.207454112657314	0.661144469829635	86.1187544888756	0.000409770128035986	0	0
7	0.15	77	-0.285360979986154	0.74640507180277	88.7820445056755	0.00125068063020341	0	0
7	0.15	78	-0.155887866954448	0.46392027980482	75.3288514489629	0.000512746778112351	0	0
7	0.15	79	-0.261021934106479	0.663079576704609	86.1900944225281	0.000515054634566297	0	0
7	0.15	80	-0.199151496053287	0.558641366975986	81.5705732634617	0.000273166669380645	0	0
7	0.15	81	-0.259958737090156	0.678678790620117	86.7334162373705	0.000474902705557995	0	0
7	0.15	82	-0.152632441759094	0.52254185807693	79.5116024809073	0.00100328062197506	0	0
7	0.15	83	-0.320475889808033	0.747748204542111	88.8068917339299	0.000432967009256768	0	0
7	0.15	84	-0.283000301146791	0.681941855690525	86.8396303451672	0.000162826421284712	0	0
7	0.15	85	-0.280856433531545	0.721378960829268	88.0820354040359	0.000480063233353192	0.000853508755306208	0.0647674582685919
7	0.15	86	-0.329635311881544	0.770578875417327	89.3987400279893	0.000205725450340545	0	0
7	0.15	87	-0.241872081910509	0.650245978744101	85.7285105781189	0.00128289676017183	0.00233951264088749	0.462149854978791
7	0.15	88	-0.221951565542063	0.654664068404291	85.8884223968615	0.00115317877539864	0	0
7	0.15	89	-0.232841815833048	0.648001804306917	85.6385394445343	0.000360315741284399	0	0
7	0.15	90	-0.205443657995343	0.61671175030997	84.3725843814123	0.000968603928018097	0	0
7	0.15	91	-0.27577805575639	0.751291813073174	88.9019540399369	0.000516788652506584	0	0
7	0.15	92	-0.272227470511872	0.699682485529022	87.4261569371294	0.000181890400288172	0	0
7	0.15	93	-0.221564283100776	0.642260145057881	85.4033070215325	0.000603636980175648	0	0
7	0.15	94	-0.152473760565399	0.470535696366907	75.8612697491586	0.000648606111393898	0	0
7	0.15	95	-0.187948829801326	0.574748916929868	82.4270594105297	0.00137161185837475	0	0
7	0.15	96	-0.264957505432654	0.71968471770622	88.0260943411498	0.000441297870567465	0	0
7	0.15	97	-0.151100095021594	0.507797130412684	78.552042463805	0.00119988532878786	0	0
7	0.15	98	-0.30746822575309	0.794939002607966	89.9693770860115	0.00123695487061129	0.000395451467404681	0.0116672434711928
7	0.15	99	-0.306910895459263	0.822076015484186	90.5501054836214	0.00128025076374392	0	0
7	0.15	100	-0.21021782555924	0.616360002293023	84.350842860979	0.000845765421384381	0	0
1	0.2	1	0.0558779675342813	0	0	0.00160135982036064	0.000428258547200122	0.0177085056563149
1	0.2	2	NA	NA	NA	0.00231182884941452	0.000515369213389514	0.0185782484768589
1	0.2	3	NA	NA	NA	0.00299052377114427	0	0
1	0.2	4	0.111980715669879	0.109966024026843	14.6455963403003	0.00238726009160764	0.000835054304240805	0.05463464540745
1	0.2	5	0.0961368393161556	0.0771514292048376	7.79165489463272	0.00271845174021996	0.000995278862361472	0.0837363137398589
1	0.2	6	0.0782699551101824	0.0753309102079717	7.45464277098165	0.00174428010049024	0.00068291708113409	0.0406165403942156
1	0.2	7	0.0825647274122081	0.0770939009795717	7.78169536803401	0.00231471468349117	0.00127613770101409	0.141489228921336
1	0.2	8	NA	NA	NA	0.0017904286679757	0.000888021539605931	0.0617496810758003
1	0.2	9	0.0690552299875731	0	0	0.00181963037676515	0.00233817832613139	0.508151460549059
1	0.2	10	0.146999946411162	0.157095437960297	25.9241889044669	0.00436888833707859	0	0
1	0.2	11	NA	NA	NA	0.00216950269049449	0.00269833718563163	0.571299242511535
1	0.2	12	0.0868529119014143	0.0899759593742312	10.3079225926801	0.00217995254695782	0.000463023308584994	0.0181896812034991
1	0.2	13	0.0575718091160186	0	0	0.0014209312569349	0.000953790721470179	0.0790049635900749
1	0.2	14	NA	NA	NA	0.00169000911436986	0.00157859694435752	0.206364709189953
1	0.2	15	0.0861607697695227	0.0881597237324215	9.93054476704038	0.00193253088273114	0.000288930984401506	0.00732362642824486
1	0.2	16	0.0650542724107193	0	0	0.00173926125233971	0.00221632041210161	0.44155382896842
1	0.2	17	0.0897734863648643	0.0654710832535453	5.73231822659181	0.00204611234504102	0.000660198173807499	0.0377187543567058
1	0.2	18	0.0843103029817008	0.0415718253190481	2.39505080588049	0.00176205834089693	0.00182168168529797	0.293738045333011
1	0.2	19	0.0851259697500358	0.0516512390066574	3.64887359502808	0.00219313355147217	0.0024275466577135	0.506650533171925
1	0.2	20	NA	NA	NA	0.00217686644068535	0.000430957467913987	0.0144044408992765
1	0.2	21	0.0909114641454654	0.123331198536298	17.7657529630956	0.00283829979938129	0.00172141476721254	0.250610894827788
1	0.2	22	0.0840878864735988	0.0484874293095058	3.2293079273268	0.00183676127685729	0.000888253299090618	0.0641063917164359
1	0.2	23	0.11401727908016	0.0995295397482877	12.3280768845024	0.00314893920288364	0.000688591507856592	0.0362251620656805
1	0.2	24	NA	NA	NA	0.0031965592393935	0.00131523729345695	0.129712444911573
1	0.2	25	0.127611767167671	0.150644890368749	24.354662120852	0.0447494777877582	0.109939430581042	88.1245842817367
1	0.2	26	0.110028877962863	0.137340865628882	21.1216121718666	0.00354314226136516	0.000172612623731434	0.0021968666927819
1	0.2	27	0.113337040769354	0.153220511857403	25.0171930756994	0.00366110177108859	0	0
1	0.2	28	0.10622823028348	0.0817622439583792	8.66967099807653	0.00255976922340929	0.00122066355426995	0.104760457150102
1	0.2	29	0.0695059257001975	0.0806600543270253	8.45110594890857	0.00181758364519907	0.00126559333494335	0.147079586779243
1	0.2	30	0.108150253361699	0.129407337723445	19.2054706111078	0.00294597764564092	0.000912709393431574	0.0665585341580514
1	0.2	31	NA	NA	NA	0.00178574995635626	0.00307219751942519	0.828749774262098
1	0.2	32	0.0766387316097371	0.107603512598931	14.1155783157986	0.00236444581159052	0.000709370437690063	0.0401979831236921
1	0.2	33	0.100331815357176	0.108948592610487	14.4225687412905	0.00288899121004602	0.00153580604044396	0.195558299521913
1	0.2	34	NA	NA	NA	0.00207529639442115	0.000737019037067319	0.0373581665424548
1	0.2	35	0.107284500531795	0.13694458169975	21.0194751533354	0.00375470461849387	0.00188966674495662	0.248387846846526
1	0.2	36	0.0752037724235464	0	0	0.00178647165133794	0.000993385138727864	0.0782036706683004
1	0.2	37	0.101629448665334	0.0690512908372191	6.33682114484323	0.00285390919773745	0.00254589684001322	0.540864398572215
1	0.2	38	NA	NA	NA	0.00235238905875075	0.0020810055583111	0.306794714228754
1	0.2	39	NA	NA	NA	0.00313948494305565	0.000040038398568672	0.000118839922218512
1	0.2	40	0.0922654686937792	0.104043782739711	13.3223494215115	0.00230414625773652	0.00222944358137032	0.422008147023503
1	0.2	41	0.0812091646193212	0.100859013504764	12.6270144481572	0.00177700803918505	0.00212555328499396	0.384759072463089
1	0.2	42	0.100653504891362	0.127081960789808	18.6545088908048	0.00298774073779996	0.00175439527891168	0.245232797163753
1	0.2	43	0.0870132327225528	0.0690069153331432	6.33009349943468	0.00272291288172256	0.0011537325500405	0.093423591831305
1	0.2	44	0.0807000763289679	0.0701112388209771	6.52648465155565	0.00152364181580787	0	0
1	0.2	45	0.0565846353196126	0	0	0.00157101506975132	0.000850264639642801	0.0623351731761835
1	0.2	46	0.0751925178417079	0	0	0.00177840991467341	0.00185685480232085	0.286336386700333
1	0.2	47	0.0633958047523791	0	0	0.00171000375525393	0.00247555135644921	0.564569384211627
1	0.2	48	0.0510513310184226	0	0	0.00137787343833251	0.00117041859657662	0.129430336022991
1	0.2	49	0.0642612482754104	0	0	0.00162873134714555	0.00268695701536837	0.658638120660356
1	0.2	50	NA	NA	NA	0.00263135357927097	0.00166057809477017	0.224621340502748
1	0.2	51	0.0747400608428477	0	0	0.00166854699809873	0.00161991086008231	0.241406829885022
1	0.2	52	0.0845053179912892	0.056040289123529	4.26891728111467	0.00199686096719981	0.00176055991739617	0.262101099809533
1	0.2	53	NA	NA	NA	0.00210160032087264	0.000885246258072915	0.0656230138565782
1	0.2	54	0.0860039162663627	0.0455479849474483	2.86127503134665	0.00204835465379137	0.000890434850375697	0.0642511665243363
1	0.2	55	NA	NA	NA	0.0020113549217506	0.00207241584156412	0.365094939528906
1	0.2	56	0.103926370273662	0.158534811240832	26.2843040576779	0.0357454604508714	0.100098143782716	87.2622201409877
1	0.2	57	NA	NA	NA	0.0017464927786862	0.00108370832032587	0.103701356181445
1	0.2	58	NA	NA	NA	0.00212761427806906	0.00103512436153112	0.0893850168945697
1	0.2	59	0.0608108720329782	0	0	0.00142817311989184	0.000919742748311978	0.0764354784159362
1	0.2	60	0.061182492435676	0	0	0.00152695431993709	0.00172502011199377	0.264826150202848
1	0.2	61	0.0723642035602905	0	0	0.00166818000736936	0.000628163225423241	0.0351007692688607
1	0.2	62	0.0876313044467648	0.064499603055345	5.57924285959545	0.00261547368199509	0.00244341070381471	0.510472145435646
1	0.2	63	NA	NA	NA	0.0038253598727898	0.000653455184056025	0.0307098816824992
1	0.2	64	0.0966359137467332	0.0779875695016114	7.94423321979683	0.00246718539548772	0.00123669495329688	0.128770619751209
1	0.2	65	0.105758548175309	0.123396771985418	17.768000455785	0.00329446474444394	0.000587603776510479	0.0258991147124481
1	0.2	66	0.0843416059499159	0.079667074288827	8.27290289839032	0.00210231793222034	0.00191820264882817	0.313396650913852
1	0.2	67	0.0581286815336138	0	0	0.00161949535475415	0.00213839153798581	0.398949817718571
1	0.2	68	0.0748779353425742	0	0	0.00192158828265652	0.00126434052642752	0.126140017554521
1	0.2	69	0.130645689627237	0.143230593865076	22.5394638319329	0.00386412457652686	0.000397788487101501	0.0108288406158052
1	0.2	70	0.089066413097918	0.0781793643789918	7.98308455198245	0.00178924323742783	0.000731683924232481	0.0458900510561527
1	0.2	71	NA	NA	NA	0.00339432362711367	0.00230707474037692	0.365958616568533
1	0.2	72	0.0841237959805908	0.086411257622856	9.58391105043953	0.0026947326486443	0.00226192441951903	0.361059629993116
1	0.2	73	0.0995421000203725	0.0878581204153064	9.87930472296835	0.00269374475196034	0.00275452458668345	0.581695539449005
1	0.2	74	0.0893447886677198	0.0635631932283993	5.42544305342683	0.00226603009011448	0.00137009845856439	0.15609977026091
1	0.2	75	0.0975807662142729	0.105411038697995	13.6272733911576	0.00181250203907482	0.00166771426589046	0.250362804322936
1	0.2	76	0.111696979503662	0.14892781237192	23.9342169108434	0.00369421641976037	0	0
1	0.2	77	0.0646761313248538	0	0	0.00167734751415453	0.00278853241258521	0.703855300049739
1	0.2	78	0.0714618807625726	0	0	0.00161236933040584	0.00106497350531279	0.0868896408079023
1	0.2	79	NA	NA	NA	0.00236139377819211	0.00200896734590976	0.303720462150853
1	0.2	80	0.0648474958446052	0	0	0.00144746700572351	0.0020631732570485	0.387040336358324
1	0.2	81	NA	NA	NA	0.00325333677588847	0.00151710614696427	0.154781302131955
1	0.2	82	0.0755941268403339	0.0487495647159566	3.26499709366462	0.001623274357724	0.00160292685083246	0.226923169422937
1	0.2	83	0.0793894063525924	0.0611014983409104	5.03333754007904	0.001849495840892	0.00109790111614131	0.105457705856708
1	0.2	84	0.0780631408426114	0.0542366812411963	4.00799320435058	0.00205185234598538	0.00186071406307309	0.280325359198876
1	0.2	85	0.103105452681224	0.125751609289122	18.3213238831753	0.00316113874399279	0.000579810080214848	0.0286037825988629
1	0.2	86	NA	NA	NA	0.00304327401330573	0.000891931407035853	0.0604354659496744
1	0.2	87	0.0652444734829357	0	0	0.00171004293600141	0.000497535551822208	0.0213062690661415
1	0.2	88	0.0857892523210036	0.0621689845929079	5.20097071977433	0.00191052109024629	0.000916655938972249	0.0697567541821644
1	0.2	89	0.0499664656410896	0	0	0.00102838776948459	0.00124763282367374	0.143947480076681
1	0.2	90	0.0561177626813682	0	0	0.00103156919415772	0.000938023841292765	0.0792006350731583
1	0.2	91	0.0735826184357454	0.102500974933904	12.9863091347898	0.00251603674606395	0.00257978794623765	0.525117139381707
1	0.2	92	0.0656296996340465	0	0	0.00176496067927522	0.00297627508549824	0.783611575954149
1	0.2	93	0.0625359953927655	0	0	0.00142586561358181	0.00177446824588148	0.290009451695172
1	0.2	94	NA	NA	NA	0.00223365590651437	0.00245356296680213	0.485535533530311
1	0.2	95	NA	NA	NA	0.00267815612606452	0.000322207880504547	0.00836641863232549
1	0.2	96	0.107081792137055	0.104095422668975	13.3254544017613	0.00255945642352294	0.000860258227759249	0.0634983581151899
1	0.2	97	0.0543590446494694	0	0	0.00166730923007286	0.000907072521738071	0.0691369147529838
1	0.2	98	0.0799417671519221	0.0493546075468393	3.34168903873589	0.00212073514414057	0.000871356387752633	0.0673457300508962
1	0.2	99	0.0635942621383491	0	0	0.00125361288661856	0.000916597352204034	0.0755721936698683
1	0.2	100	0.0493801588046068	0	0	0.000910936958863697	0.0000837717581200528	0.000622328150612503
3	0.2	1	-0.0965120370836831	0.282723075493916	53.157672147142	0.00152344046616011	0.00155925344479832	0.195972810296596
3	0.2	2	-0.0436846906373492	0.194685662226549	34.9777453164554	0.00129909623423642	0	0
3	0.2	3	-0.0677770989085384	0.191206438102171	34.1819501841123	0.000832469440466184	0.00017193180574063	0.00268612498162037
3	0.2	4	-0.0803022475843691	0.222095222527429	41.1858115206183	0.00112638311632829	0.000703006564535625	0.0386935816743849
3	0.2	5	-0.0353515868828479	0.19672990344205	35.4507579194208	0.00162854169711242	0.00131188627914449	0.137937848710625
3	0.2	6	-0.0660297420193826	0.223048996705207	41.3864081109303	0.00178884402305242	0.00169634130550201	0.221066667274117
3	0.2	7	-0.106477673115249	0.306238599829369	57.1134314480052	0.00118063576879582	0	0
3	0.2	8	-0.0833010916090287	0.253179749112614	47.6297508852571	0.00121687857656436	0.000691785234470651	0.0391114720485039
3	0.2	9	-0.0595287895923704	0.284367051018515	53.4439695436717	0.001620277032049	0.00229908238314303	0.45957150412101
3	0.2	10	-0.0913241788819525	0.310887208997823	57.8275581693579	0.00109796629970538	0.0026658842876721	0.596477879917764
3	0.2	11	-0.0686194872247089	0.191309764793535	34.1875344993804	0.0017513569857632	0	0
3	0.2	12	-0.108852903748249	0.263264088466555	49.5967557141441	0.000524682481374135	0	0
3	0.2	13	-0.132619304039966	0.38056558553121	67.2929547856901	0.00171101083626067	0.00284290848695559	0.617295684519246
3	0.2	14	-0.113651036878314	0.353990081686186	64.016465812827	0.00127033008956808	0.00130699568501237	0.133562549530479
3	0.2	15	-0.129309860513129	0.345937987877782	62.9395305616054	0.00133428941515436	0.000953836935670139	0.0679975457611573
3	0.2	16	-0.0983071160092715	0.347856643787778	63.1954360860907	0.00194945608434583	0.00143502114581942	0.141613526010712
3	0.2	17	-0.108094781362449	0.33238344896597	61.0560764750257	0.000974067829712656	0.00223610576714981	0.435396956738894
3	0.2	18	-0.156058766515068	0.415217446123244	70.9851452228492	0.00116175458008777	0.000437993966806245	0.0144125142777604
3	0.2	19	-0.11457513796077	0.409731184105454	70.4236111566388	0.00228690927612466	0.00226608046730319	0.41330330657221
3	0.2	20	-0.100272229611868	0.322097378263537	59.568692579215	0.00138566220657501	0.0000507800971178161	0.000226844056712095
3	0.2	21	-0.147819547981432	0.378837273383661	67.0699601525722	0.00137675290929711	0	0
3	0.2	22	-0.05934081809299	0.266775678753536	50.2585273025743	0.00210855965511786	0.000723269596377845	0.0415467451022737
3	0.2	23	-0.0767878127344659	0.239108953669217	44.8059062537724	0.00082408385570491	0.000824718354350946	0.05773782697189
3	0.2	24	-0.0927141454712099	0.293725485172493	55.0599226614577	0.00100742268538893	0.00119372154740935	0.132567350408812
3	0.2	25	-0.093239980702751	0.322191035685749	59.5797277450382	0.00216405314055212	0.00199487122566806	0.301689046248469
3	0.2	26	-0.05736855161	0.268612161662707	50.6099385528665	0.00127199096215868	0.00241239518016704	0.476843994967951
3	0.2	27	-0.0825625279301431	0.241024591211996	45.1769036364587	0.000906504587948831	0.000200751478847618	0.00374418256220082
3	0.2	28	-0.0896659694875963	0.255291438681745	48.0486191954399	0.000305685003843725	0	0
3	0.2	29	-0.0883074940724812	0.275365702065872	51.8443606773683	0.00164134072020159	0.00156578629645325	0.199453672982902
3	0.2	30	-0.0480236000957523	0.168883162588729	28.8268586507054	0.00118064414282032	0.00136359033376341	0.172229704957664
3	0.2	31	-0.130687234256452	0.364002157137298	65.2997093027499	0.00268032679625339	0.00102158018068869	0.0710008687303812
3	0.2	32	-0.0867849386521111	0.199190014881255	36.0549560176533	0.000556618006328356	0	0
3	0.2	33	-0.0629657742737709	0.21679296680622	40.0324964762702	0.0010236502375757	0.000000276232239586173	6.8465959093732e-09
3	0.2	34	-0.0525297311031601	0.281431540806485	52.9151461252636	0.00293533329778197	0.00030201320363737	0.00663206788019137
3	0.2	35	-0.111075319514191	0.375263411008142	66.6539410565826	0.00218052499095836	0.00117764735669494	0.110803508824807
3	0.2	36	-0.0664688973483555	0.28187826941234	53.0001575544296	0.00113376880801907	0.000622103264455658	0.0365003843010745
3	0.2	37	-0.0846944473095763	0.321307033729319	59.4442449764929	0.00239452690966749	0.00175274745315259	0.203869190262178
3	0.2	38	-0.0979229445597422	0.298484716678233	55.8384763324223	0.00173595688746173	0.000666479790301625	0.031855787159571
3	0.2	39	-0.0511477616545285	0.280303391457842	52.7325623578947	0.00154921251838884	0.00169296146696433	0.261709642469841
3	0.2	40	-0.0960284915360219	0.288949632708218	54.237146922851	0.00138035987096683	0.000874064427217747	0.0612040667099342
3	0.2	41	-0.0628785661113275	0.263243843615918	49.5927223815729	0.00116169095633502	0.00156589900720875	0.222351837161634
3	0.2	42	-0.0958877304361753	0.228912386837503	42.6371978598059	0.00182870722879662	0.00141192467973497	0.145449676804284
3	0.2	43	-0.124270249100492	0.25414840508376	47.8419231391804	0.000914107601859543	0.00262515926333669	0.586699800910461
3	0.2	44	-0.0507955225155284	0.208186669536098	38.116012861023	0.00124431276337239	0.000491364720416669	0.0190793775004907
3	0.2	45	-0.1071505341727	0.311470476378337	57.9499847833442	0.00150936542050026	0.00109539289961851	0.0881514883135181
3	0.2	46	-0.0859502460862626	0.30682232240974	57.1991155380373	0.00142150572698663	0.00113508489912808	0.107087446382333
3	0.2	47	-0.0983994350201754	0.276472405395192	52.0399075379769	0.00159518272240739	0.0000565051630111808	0.000229108606147894
3	0.2	48	-0.0763584600336056	0.233472526245341	43.6181273385408	0.0018287298288144	0	0
3	0.2	49	-0.112123151271624	0.29920260120357	55.9678871134969	0.00215685826798708	0.00233452571027995	0.399596428434662
3	0.2	50	-0.0984712989619825	0.310633416456633	57.7878410160935	0.00154204127090844	0.000732999037519386	0.0461709076685197
3	0.2	51	-0.14611805652001	0.374931957923832	66.6029674902826	0.00176486971465096	0.00101449160822268	0.0615749230163352
3	0.2	52	-0.081346874668389	0.269312495285752	50.7239681633339	0.00132082848957797	0.000794913654921289	0.0559173052362403
